"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","系统规则》服务类型节点设置获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","消息》业务消息》发信箱获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","运营策略》自动分单规则列表获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","后台工作看板》个体司机数据","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","后台跟踪管理》厢式车运输查询","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","运营策略》应付额外费用审核配置获取","用例描述"
"skipped","Fri Jul 21 09:17:51 CST 2023","Fri Jul 21 09:17:51 CST 2023","0","ict运输公司查询接口测试包","ict运输公司查询接口测试模块","运输公司端查询接口","","","运单管理》司机档案获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","运营策略》客户文件配置管理获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","后台工作看板》平台管理数据","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","推广活动》推广奖励明细列表获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","市场活动》司机收入提现列表获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","运营策略》拆子任务规则获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","智能分析》订阅计划获取","用例描述"
"skipped","Fri Jul 21 09:17:51 CST 2023","Fri Jul 21 09:17:51 CST 2023","0","ict运输公司查询接口测试包","ict运输公司查询接口测试模块","运输公司端查询接口","","","运单管理》集装箱运输获取","用例描述"
"skipped","Fri Jul 21 09:17:50 CST 2023","Fri Jul 21 09:17:50 CST 2023","0","ict后台查询接口测试包","ict后台查询接口测试模块","后台端查询接口","","","基础档案》车辆档案获取","用例描述"
"skipped","Fri Jul 21 09:17:51 CST 2023","Fri Jul 21 09:17:51 CST 2023","0","ict货主查询接口测试包","ict货主查询接口测试模块","货主端查询接口","","","档案管理》联系人档案查询获取","用例描述"
